Year,Sport,NOC,Sex,Legendary_Index,Predicted_Legendary_Coach
2008,Archery,POR,M,0.544598,False
1972,Archery,PRK,F,0.3548772,False
1976,Archery,PRK,F,0.3548772,False
1980,Archery,PRK,F,0.3548772,False
1992,Archery,PRK,F,0.37866002,False
2000,Archery,PRK,F,0.544598,False
2008,Archery,PRK,F,0.544598,False
2012,Archery,PRK,F,0.544598,False
2016,Archery,PRK,F,0.544598,False
1980,Archery,PRK,M,0.3548772,False
1976,Archery,PUR,F,0.3548772,False
1988,Archery,PUR,F,0.36292055,False
1996,Archery,PUR,F,0.544598,False
2024,Archery,PUR,F,0.544598,False
1972,Archery,PUR,M,0.3548772,False
1976,Archery,PUR,M,0.3548772,False
1984,Archery,PUR,M,0.36292055,False
1988,Archery,PUR,M,0.36292055,False
2008,Archery,QAT,M,0.544598,False
2020,Archery,ROC,F,0.54977036,False
2020,Archery,ROC,M,0.544598,False
1980,Archery,ROU,F,0.3548772,False
2020,Archery,ROU,F,0.544598,False
2024,Archery,ROU,F,0.544598,False
1980,Archery,ROU,M,0.3548772,False
2008,Archery,ROU,M,0.544598,False
1992,Archery,RSA,F,0.37866002,False
1996,Archery,RSA,F,0.544598,False
2000,Archery,RSA,F,0.544598,False
2004,Archery,RSA,F,0.544598,False
2012,Archery,RSA,F,0.544598,False
1992,Archery,RSA,M,0.37866002,False
2008,Archery,RSA,M,0.544598,False
2024,Archery,RSA,M,0.544598,False
1996,Archery,RUS,F,0.544598,False
2000,Archery,RUS,F,0.544598,False
2004,Archery,RUS,F,0.544598,False
2008,Archery,RUS,F,0.544598,False
2012,Archery,RUS,F,0.544598,False
2016,Archery,RUS,F,0.54977036,False
1996,Archery,RUS,M,0.544598,False
2000,Archery,RUS,M,0.544598,False
2004,Archery,RUS,M,0.544598,False
2008,Archery,RUS,M,0.5603971,False
2012,Archery,SAM,F,0.544598,False
2008,Archery,SAM,M,0.544598,False
2024,Archery,SLO,F,0.544598,False
1992,Archery,SLO,M,0.37866002,False
1996,Archery,SLO,M,0.544598,False
2000,Archery,SLO,M,0.544598,False
2012,Archery,SLO,M,0.544598,False
2020,Archery,SLO,M,0.544598,False
2024,Archery,SLO,M,0.544598,False
2024,Archery,SMR,F,0.544598,False
1992,Archery,SMR,M,0.37866002,False
1996,Archery,SMR,M,0.544598,False
2012,Archery,SMR,M,0.544598,False
1988,Archery,SOL,M,0.36292055,False
1972,Archery,SUI,F,0.3548772,False
1980,Archery,SUI,F,0.3548772,False
1984,Archery,SUI,F,0.36292055,False
1988,Archery,SUI,F,0.36292055,False
2008,Archery,SUI,F,0.544598,False
2012,Archery,SUI,F,0.544598,False
1972,Archery,SUI,M,0.3548772,False
1980,Archery,SUI,M,0.3548772,False
1984,Archery,SUI,M,0.36292055,False
2012,Archery,SUI,M,0.544598,False
2016,Archery,SVK,F,0.544598,False
2020,Archery,SVK,F,0.544598,False
2024,Archery,SVK,F,0.544598,False
2016,Archery,SVK,M,0.544598,False
1972,Archery,SWE,F,0.3548772,False
1976,Archery,SWE,F,0.3548772,False
1980,Archery,SWE,F,0.3548772,False
1984,Archery,SWE,F,0.36292055,False
1988,Archery,SWE,F,0.36292055,False
1992,Archery,SWE,F,0.37866002,False
1996,Archery,SWE,F,0.544598,False
2000,Archery,SWE,F,0.544598,False
2012,Archery,SWE,F,0.544598,False
2016,Archery,SWE,F,0.544598,False
2020,Archery,SWE,F,0.544598,False
1972,Archery,SWE,M,0.36004958,False
1976,Archery,SWE,M,0.3548772,False
1980,Archery,SWE,M,0.3548772,False
1984,Archery,SWE,M,0.36292055,False
1988,Archery,SWE,M,0.36292055,False
1996,Archery,SWE,M,0.54977036,False
2000,Archery,SWE,M,0.544598,False
2004,Archery,SWE,M,0.544598,False
2008,Archery,SWE,M,0.544598,False
1980,Archery,TCH,F,0.3548772,False
1980,Archery,TCH,M,0.3548772,False
1992,Archery,TCH,M,0.37866002,False
2016,Archery,TGA,F,0.544598,False
2004,Archery,TGA,M,0.544598,False
2016,Archery,TGA,M,0.544598,False
1976,Archery,THA,F,0.3548772,False
1976,Archery,THA,M,0.3548772,False
1984,Archery,THA,M,0.36292055,False
2012,Archery,THA,M,0.544598,False
2016,Archery,THA,M,0.544598,False
2004,Archery,TJK,F,0.544598,False
2008,Archery,TJK,F,0.544598,False
1972,Archery,TPE,F,0.3548772,False
1984,Archery,TPE,F,0.36292055,False
1988,Archery,TPE,F,0.36292055,False
1992,Archery,TPE,F,0.37866002,False
1996,Archery,TPE,F,0.544598,False
2000,Archery,TPE,F,0.544598,False
2004,Archery,TPE,F,0.57598037,False
2008,Archery,TPE,F,0.544598,False
2012,Archery,TPE,F,0.544598,False
2016,Archery,TPE,F,0.57598037,False
2020,Archery,TPE,F,0.544598,False
2024,Archery,TPE,F,0.544598,False
1984,Archery,TPE,M,0.36292055,False
1988,Archery,TPE,M,0.36292055,False
1996,Archery,TPE,M,0.544598,False
2004,Archery,TPE,M,0.54977036,False
2008,Archery,TPE,M,0.544598,False
2012,Archery,TPE,M,0.544598,False
2016,Archery,TPE,M,0.544598,False
2020,Archery,TPE,M,0.54977036,False
2024,Archery,TPE,M,0.544598,False
2020,Archery,TUN,F,0.544598,False
2024,Archery,TUN,F,0.544598,False
2020,Archery,TUN,M,0.544598,False
1988,Archery,TUR,F,0.36292055,False
1992,Archery,TUR,F,0.37866002,False
1996,Archery,TUR,F,0.544598,False
2000,Archery,TUR,F,0.544598,False
2004,Archery,TUR,F,0.544598,False
2008,Archery,TUR,F,0.544598,False
2012,Archery,TUR,F,0.544598,False
2016,Archery,TUR,F,0.544598,False
2020,Archery,TUR,F,0.544598,False
2024,Archery,TUR,F,0.544598,False
1984,Archery,TUR,M,0.36292055,False
1988,Archery,TUR,M,0.36292055,False
1992,Archery,TUR,M,0.37866002,False
1996,Archery,TUR,M,0.544598,False
2000,Archery,TUR,M,0.544598,False
2004,Archery,TUR,M,0.544598,False
2008,Archery,TUR,M,0.544598,False
2016,Archery,TUR,M,0.544598,False
2020,Archery,TUR,M,0.6231164,False
2024,Archery,TUR,M,0.57598037,False
2000,Archery,UGA,F,0.544598,False
1996,Archery,UKR,F,0.5603971,False
2000,Archery,UKR,F,0.54977036,False
2004,Archery,UKR,F,0.544598,False
2008,Archery,UKR,F,0.544598,False
2012,Archery,UKR,F,0.544598,False
2016,Archery,UKR,F,0.544598,False
2020,Archery,UKR,F,0.544598,False
2024,Archery,UKR,F,0.544598,False
1996,Archery,UKR,M,0.544598,False
2000,Archery,UKR,M,0.544598,False
2004,Archery,UKR,M,0.57598037,False
2008,Archery,UKR,M,0.6231164,False
2012,Archery,UKR,M,0.544598,False
2016,Archery,UKR,M,0.544598,False
2020,Archery,UKR,M,0.544598,False
2024,Archery,UKR,M,0.544598,False
1972,Archery,URS,F,0.37067628,False
1976,Archery,URS,F,0.36188358,False
1980,Archery,URS,F,0.5195625,False
1988,Archery,URS,F,0.36292055,False
1972,Archery,URS,M,0.3548772,False
1976,Archery,URS,M,0.3548772,False
1980,Archery,URS,M,0.36004958,False
1988,Archery,URS,M,0.37871963,False
1904,Archery,USA,F,0.5703726,False
1972,Archery,USA,F,0.5195625,False
1976,Archery,USA,F,0.5195625,False
1984,Archery,USA,F,0.36292055,False
1988,Archery,USA,F,0.39430302,False
1992,Archery,USA,F,0.37866002,False
1996,Archery,USA,F,0.544598,False
2000,Archery,USA,F,0.544598,False
2004,Archery,USA,F,0.544598,False
2008,Archery,USA,F,0.544598,False
2012,Archery,USA,F,0.544598,False
2016,Archery,USA,F,0.544598,False
2020,Archery,USA,F,0.544598,False
2024,Archery,USA,F,0.5603971,False
1904,Archery,USA,M,0.54949135,False
1908,Archery,USA,M,0.36352885,False
1972,Archery,USA,M,0.5195625,False
1976,Archery,USA,M,0.5195625,False
1984,Archery,USA,M,0.5276059,False
1988,Archery,USA,M,0.5276059,False
1992,Archery,USA,M,0.37866002,False
1996,Archery,USA,M,0.6231164,False
2000,Archery,USA,M,0.5543811,False
2004,Archery,USA,M,0.544598,False
2008,Archery,USA,M,0.544598,False
2012,Archery,USA,M,0.54977036,False
2016,Archery,USA,M,0.55160433,False
2020,Archery,USA,M,0.544598,False
2024,Archery,USA,M,0.55160433,False
2024,Archery,UZB,F,0.544598,False
2024,Archery,UZB,M,0.544598,False
2000,Archery,VAN,M,0.544598,False
2008,Archery,VEN,F,0.544598,False
2012,Archery,VEN,F,0.544598,False
2016,Archery,VEN,F,0.544598,False
2012,Archery,VEN,M,0.544598,False
2016,Archery,VEN,M,0.544598,False
2020,Archery,VIE,F,0.544598,False
2024,Archery,VIE,F,0.544598,False
2020,Archery,VIE,M,0.544598,False
2024,Archery,VIE,M,0.544598,False
1976,Archery,YUG,M,0.3548772,False
1980,Archery,YUG,M,0.3548772,False
1988,Archery,ZIM,F,0.36292055,False
1980,Archery,ZIM,M,0.3548772,False
1988,Archery,ZIM,M,0.36292055,False
2016,Archery,ZIM,M,0.544598,False
2004,Athletics,AFG,F,0.544598,False
2008,Athletics,AFG,F,0.544598,False
2012,Athletics,AFG,F,0.544598,False
2016,Athletics,AFG,F,0.544598,False
2020,Athletics,AFG,F,0.544598,False
2024,Athletics,AFG,F,0.544598,False
1936,Athletics,AFG,M,0.34772977,False
1960,Athletics,AFG,M,0.34772977,False
1996,Athletics,AFG,M,0.544598,False
2004,Athletics,AFG,M,0.544598,False
2008,Athletics,AFG,M,0.544598,False
2012,Athletics,AFG,M,0.544598,False
2016,Athletics,AFG,M,0.544598,False
2020,Athletics,AFG,M,0.544598,False
2024,Athletics,AFG,M,0.544598,False
1984,Athletics,AHO,F,0.36292055,False
2000,Athletics,AHO,F,0.544598,False
1976,Athletics,AHO,M,0.3548772,False
1984,Athletics,AHO,M,0.36292055,False
1992,Athletics,AHO,M,0.37866002,False
1996,Athletics,AHO,M,0.544598,False
2000,Athletics,AHO,M,0.544598,False
2004,Athletics,AHO,M,0.544598,False
2008,Athletics,AHO,M,0.544598,False
1992,Athletics,ALB,F,0.37866002,False
1996,Athletics,ALB,F,0.544598,False
2000,Athletics,ALB,F,0.544598,False
2004,Athletics,ALB,F,0.544598,False
2008,Athletics,ALB,F,0.544598,False
2016,Athletics,ALB,F,0.544598,False
2020,Athletics,ALB,F,0.544598,False
2024,Athletics,ALB,F,0.544598,False
2000,Athletics,ALB,M,0.544598,False
2004,Athletics,ALB,M,0.544598,False
2008,Athletics,ALB,M,0.544598,False
2012,Athletics,ALB,M,0.544598,False
2016,Athletics,ALB,M,0.544598,False
2020,Athletics,ALB,M,0.544598,False
2024,Athletics,ALB,M,0.544598,False
1988,Athletics,ALG,F,0.36292055,False
1992,Athletics,ALG,F,0.5334338,False
1996,Athletics,ALG,F,0.544598,False
2000,Athletics,ALG,F,0.6231164,False
2004,Athletics,ALG,F,0.544598,False
2008,Athletics,ALG,F,0.544598,False
2012,Athletics,ALG,F,0.544598,False
2016,Athletics,ALG,F,0.544598,False
2020,Athletics,ALG,F,0.544598,False
2024,Athletics,ALG,F,0.544598,False
1972,Athletics,ALG,M,0.3548772,False
1980,Athletics,ALG,M,0.3548772,False
1984,Athletics,ALG,M,0.36292055,False
1988,Athletics,ALG,M,0.36292055,False
1992,Athletics,ALG,M,0.37866002,False
1996,Athletics,ALG,M,0.6231164,False
2000,Athletics,ALG,M,0.55160433,False
2004,Athletics,ALG,M,0.544598,False
2008,Athletics,ALG,M,0.544598,False
2012,Athletics,ALG,M,0.6231164,False
2016,Athletics,ALG,M,0.54977036,False
2020,Athletics,ALG,M,0.544598,False
2024,Athletics,ALG,M,0.5603971,False
1992,Athletics,AND,F,0.37866002,False
2000,Athletics,AND,F,0.544598,False
2004,Athletics,AND,F,0.544598,False
2008,Athletics,AND,F,0.544598,False
2012,Athletics,AND,F,0.544598,False
1988,Athletics,AND,M,0.36292055,False
1996,Athletics,AND,M,0.544598,False
2000,Athletics,AND,M,0.544598,False
2004,Athletics,AND,M,0.544598,False
2008,Athletics,AND,M,0.544598,False
2012,Athletics,AND,M,0.544598,False
2016,Athletics,AND,M,0.544598,False
2020,Athletics,AND,M,0.544598,False
2024,Athletics,AND,M,0.544598,False
1988,Athletics,ANG,F,0.36292055,False
1992,Athletics,ANG,F,0.37866002,False
1996,Athletics,ANG,F,0.544598,False
2000,Athletics,ANG,F,0.544598,False
2012,Athletics,ANG,F,0.544598,False
2016,Athletics,ANG,F,0.544598,False
1980,Athletics,ANG,M,0.3548772,False
1988,Athletics,ANG,M,0.36292055,False
1992,Athletics,ANG,M,0.37866002,False
1996,Athletics,ANG,M,0.544598,False
2000,Athletics,ANG,M,0.544598,False
2004,Athletics,ANG,M,0.544598,False
2008,Athletics,ANG,M,0.544598,False
2012,Athletics,ANG,M,0.544598,False
2016,Athletics,ANG,M,0.544598,False
2020,Athletics,ANG,M,0.544598,False
2024,Athletics,ANG,M,0.544598,False
1984,Athletics,ANT,F,0.36292055,False
1988,Athletics,ANT,F,0.36292055,False
1992,Athletics,ANT,F,0.37866002,False
1996,Athletics,ANT,F,0.544598,False
2000,Athletics,ANT,F,0.544598,False
2004,Athletics,ANT,F,0.544598,False
2008,Athletics,ANT,F,0.544598,False
2012,Athletics,ANT,F,0.544598,False
2016,Athletics,ANT,F,0.544598,False
2020,Athletics,ANT,F,0.544598,False
2024,Athletics,ANT,F,0.544598,False
1976,Athletics,ANT,M,0.3548772,False
1984,Athletics,ANT,M,0.36292055,False
1988,Athletics,ANT,M,0.36292055,False
1992,Athletics,ANT,M,0.37866002,False
1996,Athletics,ANT,M,0.544598,False
2000,Athletics,ANT,M,0.544598,False
2004,Athletics,ANT,M,0.544598,False
2008,Athletics,ANT,M,0.544598,False
2012,Athletics,ANT,M,0.544598,False
2016,Athletics,ANT,M,0.544598,False
2020,Athletics,ANT,M,0.544598,False
2024,Athletics,ANT,M,0.544598,False
1908,Athletics,ANZ,M,0.36352885,False
1912,Athletics,ANZ,M,0.34772977,False
1948,Athletics,ARG,F,0.35290214,False
1952,Athletics,ARG,F,0.34772977,False
1956,Athletics,ARG,F,0.34772977,False
1964,Athletics,ARG,F,0.34772977,False
1968,Athletics,ARG,F,0.34772977,False
1972,Athletics,ARG,F,0.3548772,False
1984,Athletics,ARG,F,0.36292055,False
1992,Athletics,ARG,F,0.37866002,False
1996,Athletics,ARG,F,0.544598,False
2000,Athletics,ARG,F,0.544598,False
2004,Athletics,ARG,F,0.544598,False
2008,Athletics,ARG,F,0.544598,False
2012,Athletics,ARG,F,0.544598,False
2016,Athletics,ARG,F,0.544598,False
2020,Athletics,ARG,F,0.544598,False
2024,Athletics,ARG,F,0.544598,False
1924,Athletics,ARG,M,0.35290214,False
1928,Athletics,ARG,M,0.34772977,False
1932,Athletics,ARG,M,0.5124153,False
1936,Athletics,ARG,M,0.34772977,False
1948,Athletics,ARG,M,0.50513,False
1952,Athletics,ARG,M,0.35290214,False
1956,Athletics,ARG,M,0.34772977,False
1960,Athletics,ARG,M,0.34772977,False
1964,Athletics,ARG,M,0.34772977,False
1968,Athletics,ARG,M,0.34772977,False
1972,Athletics,ARG,M,0.3548772,False
1976,Athletics,ARG,M,0.3548772,False
1984,Athletics,ARG,M,0.36292055,False
1988,Athletics,ARG,M,0.36292055,False
1992,Athletics,ARG,M,0.37866002,False
1996,Athletics,ARG,M,0.544598,False
2000,Athletics,ARG,M,0.544598,False
2004,Athletics,ARG,M,0.544598,False
2008,Athletics,ARG,M,0.544598,False
2012,Athletics,ARG,M,0.544598,False
2016,Athletics,ARG,M,0.544598,False
2020,Athletics,ARG,M,0.544598,False
2024,Athletics,ARG,M,0.544598,False
2000,Athletics,ARM,F,0.544598,False
2004,Athletics,ARM,F,0.544598,False
2008,Athletics,ARM,F,0.544598,False
2012,Athletics,ARM,F,0.544598,False
2016,Athletics,ARM,F,0.544598,False
1996,Athletics,ARM,M,0.544598,False
2000,Athletics,ARM,M,0.544598,False
2004,Athletics,ARM,M,0.544598,False
2008,Athletics,ARM,M,0.544598,False
2012,Athletics,ARM,M,0.544598,False
2016,Athletics,ARM,M,0.544598,False
2020,Athletics,ARM,M,0.544598,False
2024,Athletics,ARM,M,0.544598,False
1988,Athletics,ARU,F,0.36292055,False
1992,Athletics,ARU,F,0.37866002,False
2000,Athletics,ARU,F,0.544598,False
1992,Athletics,ARU,M,0.37866002,False
1996,Athletics,ARU,M,0.544598,False
2000,Athletics,ARU,M,0.544598,False
2004,Athletics,ARU,M,0.544598,False
1996,Athletics,ASA,F,0.544598,False
2000,Athletics,ASA,F,0.544598,False
2004,Athletics,ASA,F,0.544598,False
2016,Athletics,ASA,F,0.544598,False
2024,Athletics,ASA,F,0.544598,False
1988,Athletics,ASA,M,0.36292055,False
1996,Athletics,ASA,M,0.544598,False
2000,Athletics,ASA,M,0.544598,False
2004,Athletics,ASA,M,0.544598,False
2008,Athletics,ASA,M,0.544598,False
2012,Athletics,ASA,M,0.544598,False
2016,Athletics,ASA,M,0.544598,False
2020,Athletics,ASA,M,0.544598,False
1928,Athletics,AUS,F,0.34772977,False
1932,Athletics,AUS,F,0.34772977,False
1936,Athletics,AUS,F,0.34772977,False
1948,Athletics,AUS,F,0.42784792,False
1952,Athletics,AUS,F,0.5124153,False
1956,Athletics,AUS,F,0.5703726,False
1960,Athletics,AUS,F,0.35290214,False
1964,Athletics,AUS,F,0.5124153,False
1968,Athletics,AUS,F,0.5124153,False
1972,Athletics,AUS,F,0.36004958,False
1976,Athletics,AUS,F,0.3548772,False
1980,Athletics,AUS,F,0.3548772,False
1984,Athletics,AUS,F,0.5276059,False
1988,Athletics,AUS,F,0.5276059,False
1992,Athletics,AUS,F,0.3944591,False
1996,Athletics,AUS,F,0.54848576,False
2000,Athletics,AUS,F,0.597375,False
2004,Athletics,AUS,F,0.5603971,False
2008,Athletics,AUS,F,0.54977036,False
2012,Athletics,AUS,F,0.6231164,False
2016,Athletics,AUS,F,0.51885647,False
2020,Athletics,AUS,F,0.55031973,False
2024,Athletics,AUS,F,0.65642595,False
1896,Athletics,AUS,M,0.5124153,False
1900,Athletics,AUS,M,0.5124153,False
1904,Athletics,AUS,M,0.34772977,False
1906,Athletics,AUS,M,0.36352885,False
1920,Athletics,AUS,M,0.35290214,False
1924,Athletics,AUS,M,0.5124153,False
1928,Athletics,AUS,M,0.34772977,False
1932,Athletics,AUS,M,0.34772977,False
1936,Athletics,AUS,M,0.36352885,False
1948,Athletics,AUS,M,0.5124153,False
1952,Athletics,AUS,M,0.34044436,False
1956,Athletics,AUS,M,0.3822392,False
1960,Athletics,AUS,M,0.5124153,False
1964,Athletics,AUS,M,0.33178675,False
1968,Athletics,AUS,M,0.5124153,False
1972,Athletics,AUS,M,0.3548772,False
1976,Athletics,AUS,M,0.3548772,False
1980,Athletics,AUS,M,0.36004958,False
1984,Athletics,AUS,M,0.3608075,False
1988,Athletics,AUS,M,0.36292055,False
1992,Athletics,AUS,M,0.3944591,False
1996,Athletics,AUS,M,0.51885647,False
2000,Athletics,AUS,M,0.52402884,False
2004,Athletics,AUS,M,0.55160433,False
2008,Athletics,AUS,M,0.6231164,False
2012,Athletics,AUS,M,0.54848576,False
2016,Athletics,AUS,M,0.55031973,False
2020,Athletics,AUS,M,0.5591125,False
2024,Athletics,AUS,M,0.5346556,False
1928,Athletics,AUT,F,0.34772977,False
1936,Athletics,AUT,F,0.34772977,False
1948,Athletics,AUT,F,0.5124153,False
1952,Athletics,AUT,F,0.34772977,False
1956,Athletics,AUT,F,0.34772977,False
1960,Athletics,AUT,F,0.34772977,False
1964,Athletics,AUT,F,0.34772977,False
1968,Athletics,AUT,F,0.35473615,False
1972,Athletics,AUT,F,0.37067628,False
1976,Athletics,AUT,F,0.3548772,False
1980,Athletics,AUT,F,0.3548772,False
1988,Athletics,AUT,F,0.36292055,False
1992,Athletics,AUT,F,0.37866002,False
1996,Athletics,AUT,F,0.5603971,False
2000,Athletics,AUT,F,0.54977036,False
2004,Athletics,AUT,F,0.544598,False
2008,Athletics,AUT,F,0.544598,False
2012,Athletics,AUT,F,0.544598,False
2016,Athletics,AUT,F,0.544598,False
2020,Athletics,AUT,F,0.544598,False
2024,Athletics,AUT,F,0.544598,False
1900,Athletics,AUT,M,0.34772977,False
1906,Athletics,AUT,M,0.34044436,False
1908,Athletics,AUT,M,0.34772977,False
1912,Athletics,AUT,M,0.34044436,False
1924,Athletics,AUT,M,0.34772977,False
1928,Athletics,AUT,M,0.34772977,False
1932,Athletics,AUT,M,0.34772977,False
1936,Athletics,AUT,M,0.34044436,False
1948,Athletics,AUT,M,0.34772977,False
1952,Athletics,AUT,M,0.34772977,False
1956,Athletics,AUT,M,0.34772977,False
1960,Athletics,AUT,M,0.34772977,False
1964,Athletics,AUT,M,0.34772977,False
1968,Athletics,AUT,M,0.34772977,False
1972,Athletics,AUT,M,0.3548772,False
1976,Athletics,AUT,M,0.3548772,False
1980,Athletics,AUT,M,0.3548772,False
1984,Athletics,AUT,M,0.36292055,False
1988,Athletics,AUT,M,0.36292055,False
1992,Athletics,AUT,M,0.37866002,False
1996,Athletics,AUT,M,0.544598,False
2000,Athletics,AUT,M,0.544598,False
2004,Athletics,AUT,M,0.544598,False
2008,Athletics,AUT,M,0.544598,False
2012,Athletics,AUT,M,0.544598,False
2016,Athletics,AUT,M,0.544598,False
2020,Athletics,AUT,M,0.5603971,False
2024,Athletics,AUT,M,0.544598,False
1996,Athletics,AZE,F,0.544598,False
2000,Athletics,AZE,F,0.544598,False
2004,Athletics,AZE,F,0.544598,False
2012,Athletics,AZE,F,0.544598,False
2016,Athletics,AZE,F,0.544598,False
2020,Athletics,AZE,F,0.544598,False
2024,Athletics,AZE,F,0.544598,False
1996,Athletics,AZE,M,0.544598,False
2000,Athletics,AZE,M,0.544598,False
2004,Athletics,AZE,M,0.544598,False
2008,Athletics,AZE,M,0.544598,False
2012,Athletics,AZE,M,0.544598,False
2016,Athletics,AZE,M,0.544598,False
2020,Athletics,AZE,M,0.544598,False
1972,Athletics,BAH,F,0.3548772,False
1976,Athletics,BAH,F,0.3548772,False
1984,Athletics,BAH,F,0.36292055,False
1988,Athletics,BAH,F,0.36292055,False
1992,Athletics,BAH,F,0.37866002,False
1996,Athletics,BAH,F,0.54977036,False
2000,Athletics,BAH,F,0.68216723,True
2004,Athletics,BAH,F,0.6231164,False
2008,Athletics,BAH,F,0.544598,False
2012,Athletics,BAH,F,0.544598,False
2016,Athletics,BAH,F,0.6231164,False
2020,Athletics,BAH,F,0.6231164,False
2024,Athletics,BAH,F,0.544598,False
1956,Athletics,BAH,M,0.34772977,False
1960,Athletics,BAH,M,0.34772977,False
1964,Athletics,BAH,M,0.34772977,False
1968,Athletics,BAH,M,0.34772977,False
1972,Athletics,BAH,M,0.3548772,False
1976,Athletics,BAH,M,0.3548772,False
1984,Athletics,BAH,M,0.36292055,False
1988,Athletics,BAH,M,0.36292055,False
1992,Athletics,BAH,M,0.3944591,False
1996,Athletics,BAH,M,0.544598,False
2000,Athletics,BAH,M,0.57598037,False
2004,Athletics,BAH,M,0.544598,False
2008,Athletics,BAH,M,0.6258095,False
2012,Athletics,BAH,M,0.6231164,False
2016,Athletics,BAH,M,0.57598037,False
2020,Athletics,BAH,M,0.6231164,False
2024,Athletics,BAH,M,0.544598,False
1996,Athletics,BAN,F,0.544598,False
2000,Athletics,BAN,F,0.544598,False
2008,Athletics,BAN,F,0.544598,False
2016,Athletics,BAN,F,0.544598,False
1984,Athletics,BAN,M,0.36292055,False
1988,Athletics,BAN,M,0.36292055,False
1992,Athletics,BAN,M,0.37866002,False
1996,Athletics,BAN,M,0.544598,False
2000,Athletics,BAN,M,0.544598,False
2004,Athletics,BAN,M,0.544598,False
2008,Athletics,BAN,M,0.544598,False
2012,Athletics,BAN,M,0.544598,False
2016,Athletics,BAN,M,0.544598,False
2020,Athletics,BAN,M,0.544598,False
2024,Athletics,BAN,M,0.544598,False
1972,Athletics,BAR,F,0.3548772,False
1976,Athletics,BAR,F,0.3548772,False
1984,Athletics,BAR,F,0.36292055,False
1988,Athletics,BAR,F,0.36292055,False
1992,Athletics,BAR,F,0.37866002,False
1996,Athletics,BAR,F,0.544598,False
2000,Athletics,BAR,F,0.544598,False
2004,Athletics,BAR,F,0.544598,False
2008,Athletics,BAR,F,0.544598,False
2016,Athletics,BAR,F,0.544598,False
2020,Athletics,BAR,F,0.544598,False
2024,Athletics,BAR,F,0.544598,False
1968,Athletics,BAR,M,0.34772977,False
1972,Athletics,BAR,M,0.3548772,False
1976,Athletics,BAR,M,0.3548772,False
1984,Athletics,BAR,M,0.36292055,False
1988,Athletics,BAR,M,0.36292055,False
1992,Athletics,BAR,M,0.37866002,False
1996,Athletics,BAR,M,0.544598,False
2000,Athletics,BAR,M,0.5603971,False
